Annotation Results of RA Expanded Metagenomic Datasets																																																																																											
Species	RAF101	RAF102	RAF106	RAF107	RAF111	RAF112	RAF113	RAF116	RAF117	RAF120	RAF122	RAF123	RAF124	RAF125	RAF126	RAF127	RAF128	RAF129	RAF131	RAF132	RAF135	RAF137	RAF138	RAF139	RAF140	RAF142	RAF143	RAF146	RAF147	RAF149	RAF150	RAF151	RAF153	RAF158	RAF159	RAF160	RAF161	RAF166	RAF167	RAF170	RAF174	RAF177	RAF179	RAF180	RAF184	RAF185	RAF186	RAF187	RAF25	RAF44	RAF58	RAF61	RAF63	RAF68	RAF71	RAF74	RAF75	RAF77	RAF78	RAF79	RAF80	RAF81	RAF84	RAF86	RAF87	RAF88	RAF89	RAF90	RAF92	RAF95	RAF96	RA10	RA11	RA12	RA13	RA14	RA15	RA16	RA17	RA18	RA1	RA2	RA3	RA4	RA5	RA6	RA7	RA8	RA9	RA19	RA20
Clostridium_sp_CAG_417	0.88517	0	0.0075	0	0	0	0	0	0	0	0	0	0.68486	0	0	0	0	0	0	0	0	0	0	1.58041	0.88998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.51441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03218	0	0	0	0	0	0	0	0	0	0	0
Eubacterium_ramulus	0.03102	0	0.00698	0.00854	0.09706	0	0.10778	0.01996	0	0	0.21166	0	0.03378	0	0	0.08485	0	0.00783	0.041	0.00038	0	0	0.68287	0	0.05344	0.00092	0	0	0.20138	0	0.189	0.00067	0.01164	0.01055	0.00403	0.00911	0	0	0	0.06265	0.00737	0.05585	0.00979	0	0	0.0036	0	0.00435	0.01225	0.06852	0	0.01306	0	0	0.07574	0.01588	0	0.02197	0	0	0	0.00536	0.19267	0	0	0	0	0	0	0.00383	0	0.46911	0.18395	0.128	0.05091	0.35466	0.35609	0.12166	0	0	0.5628	0.11971	0.31173	0.06572	0.29196	0.27698	0.1397	0.28864	0	2.02851	0.48637
Firmicutes_bacterium_CAG_194	0.02887	0	0	0	0	0	0	0	0	0	0	0	0.03508	0.22713	0	0	0	0	0	0	0	0.65824	0	0	0	0	0	0	0	0	0	0.70206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.35963	0	0	0	0	0	0	0	0	0	0	0.8306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_clarus	0	0	0	0	0.03349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01833	0	0	0	0	0.00813	0	0	0	0	0.00574	0	0.01834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22444	0	0.00318	0	0	0	0	0	0	0	0	0.00288	0	0	0	0	0	5.51389	0	0	0.00227	0	0	0	0	0	0	0	0	0	0	0	0	0.00287	0	0	0	0.04758	0	0
Clostridium_sp_CAG_245	0.01568	0	0	0	0	0	0	0.61449	0	0	0	0	0.01412	1.0788	0	0	0	0.00708	0.00754	0	0	0.08246	0	0	0.0133	0	0.29299	0	0	0	0	0.0807	0	0.10888	0	0	0	0	0	0	0	0	0.30274	0	0	0	0	0	0	0.1226	0	0	0	0	2.10439	0	0	0	0	0	0	0.16771	0	0	0.2005	0	0	0.18727	0	0	0	0.05035	0.02645	0.01889	0.19462	0	0.0013	0	0	0.01412	0	0.00122	0	0	0	0	0.0062	0.14533	0	0	0
Clostridium_sp_CAG_465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.42636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65439	0.00735	0	0.60269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_parasanguinis	0	0.01662	0.00726	0.03941	0.42528	0	0	0.11581	0	0	0.00787	0.031	0	0	0	0	0	0	0	0	0	0.00373	0	0	0.00168	0.00968	0	0	0.00583	0	0.04395	0.04195	0	0	0.0019	0	0.07046	0	0.01737	0	0	0.02223	0	0.01623	0.0242	0.0093	0.0662	0.02291	0.05021	0	0.00199	0	0	0.42907	0.04154	0	0.00411	0.04818	0	0	0.00675	0	0.00858	0	0	0.0455	0	0	0	0	0	0.0801	0	3.81276	0	0	0	0.09145	0.00597	0	0.00396	0.00316	0.00039	0.00117	0	0.00429	0	0	0.02013	0.01967	0
HA0643	0	0	0	0	0	0	0	0	0	0.00831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07278	0	0	0.00143	0	0	0.00699	0	0	0	0.01062	0	0.20619	0	0	0	0.12971	0.00145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04486	0	0.00582	0	0	0	0	0	0	0	1.6019	0.51862	0.97026	0.80511	0	0.33136	0	0	0	0.05918	0	0.46497	0	0	0.41246	0	0	0	0
Clostridium_sp_CAG_568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.4593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00366	0	0	0	0	0	0	0	0	0
Clostridium_sp_CAG_269	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59457	0	1.98401	0	0	0.03689	0	0	0.02171	0	0	0.01443	0	0	0	0	0	0.16677	0.03085	0	0.03544	0	0	0	0	0	0	0	0	0.45351	0	0	0	0	0.16835	0.08953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15396	0.01225	0	0	0.0071	0	0	0	0.17392	0	0	0	0.07941	0.07671	0.0108	0.24541	0	0	0
Agathobaculum_butyriciproducens	0.02647	0.01232	0.16273	0.00649	0.22974	0.00342	0.02006	0.08097	0	0	0.10181	0.09439	0.07925	0.07917	0.25735	0.18633	0	0.00799	0.02122	0.00078	0.0101	0	0.01629	0.00515	0.00714	0.01385	0.02329	0	0.0837	0.06449	0.07951	0.01593	0.13712	0	0.06345	0.00737	0.01827	0.01606	0.05031	0.14918	0.00941	0.02687	0	0.18222	0.01514	0.00934	0.00036	0.00182	0.04411	0.02595	0.00303	0	0.01393	0.16433	0.102	0.07725	0.01538	0.02407	0.06934	0.00713	0.14195	0.03296	0.02317	0.15095	0	0.00115	0.00359	0	0.23799	0.05768	0.09517	0.13768	0.11528	0.01054	0.24935	0.06475	0.10431	0.0086	0.16606	0.0347	0.41239	0.12762	0.00942	0.01185	0.02115	0.15094	0.02371	0.02586	0	0.4498	0.29458
Mycoplasma_sp_CAG_472	0.226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.99112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes_bacterium_AM10_47	0	0.00027	0	0	0.0369	0	0	0	0	0	0	0.21242	0.0055	0	0.66093	0	0	0	0	0	0	0	0	0	0	0	0.00132	0	0	0.0492	0.04642	0.01975	0	0	0	0	0	0	0	0	0.0025	0.12175	0	0	0.00875	0	0	0.00673	0	0.07323	0	0	0.00252	0	0	0.11077	0	0	0	0	0	0	0	0.22263	0	0	0	0	0	0	0	0	0.03693	0.19706	0.10173	0.52872	0.15081	0.32865	1.52942	0	0.19652	0.01767	0.15381	0.01464	0.13818	0	0.028	0.20712	0	0.94614	0.4725
Clostridium_sp_CAG_288	0	0	0	0	0	0	0	0	0.03085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04484	0	0	0	0	0	0	0	0	4.58392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24657	0	0	0	0	0	0	0	0	0	0	0.24412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_sp_CAG_891	0	0	0	0	0	0	0.80969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.10141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseburia_sp_CAG_471	0.01601	0.01923	0.01257	0.01615	0	0	0.02524	0.11012	0	0.26022	0	0	0	0.07737	0	0.00997	0	0	0	0	0	0	0	0	0	0	0.04088	0	0	0	0.0498	0	0	0.01579	0.0501	0	0.01421	0.05361	0.02116	0	0.00173	0.04521	0	0	0.02125	0	0	0	0	0.01202	0.00419	0	0	0	0.29763	0	0.02127	0.0572	0	0.19162	0	0.07516	0	0.63074	0	0	0.00072	0	0	0	0	0.00042	0.16367	0.40035	0.01778	0.98439	0	0.52694	0.23505	0.04052	0.02661	0.00328	0.3289	0	0.00317	0	0	0	0.00065	0	0.0016
Clostridium_ventriculi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.64286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.96878	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0273	0	0	0	0	0	0	0	0
Clostridium_disporicum	0	0.06937	0	0	0.05892	0	0	0	0	0	0	0	0	0.09287	1.72594	1.85578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.154	0	0.05362	0	0.08036	0.08	0	0	0	0.02675	0	0	0	0	0	0.00769	0	0.00573	0	0	0	0	0	0.04008	0	0	0.00157	0.03603	0	0	0	0	0	0	0	0	0.05421	0.00475	0	0	0	0.05295	0.14237	0	0.00335	0.0229	0	0	0	0.02251	0	0	0
Clostridium_sp_CAG_524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.57964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium_sp_CAG_252	0.04451	0	0	0	2.78412	0	0	0	0	0	0	0	0	0	0	0	0.02281	0	0	0	0	0	0	0	0	0.02069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.378	0	0	0	0	0	0.65362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00045	0	0	0	0.08066	0.01434	0	0	0.48014	0	0	0	0	0	0.02019	0	0	0	0	0	0
Firmicutes_bacterium_CAG_114	0	0	0.07051	0	0	0	0.00118	0.00981	0	0.00632	0	0	0.06682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05479	0	0.07991	0	0	0	0	0	0.00451	0.05702	0	0.17546	0	0	0.14978	0	0.04804	0	0	0	0	0.31965	0	0	0	0.14536	0.0653	0	0.00321	0	0	0	0	0	0	0.03941	0	0	0	0	0	0.01423	0.29704	0.2527	0	0.0251	0	0.44701	0	0	0	0	0.33074	0.43786	0.49625	0	0.22625	0.32935	0.15202	0.18828	0	0.24688	0
Butyrivibrio_sp_CAG_318	0.07018	0	0	0	0	0	0.41802	0	0	0.343	0	0	0	0	0	0	0	0	0.02005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3047	0	0	0	0	0	0	0.07228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16589	0	0	0	0	0	0	0	1.08241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfovibrio_piger	0	0	0	0	0	0	0	0	0.04275	0.71331	0	0	0	0	0	0.00772	0	0	0.19701	0	0	0.15924	0	0	0	0	0	0	0.88924	0	0.17328	0.87868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00109	0	0	0	0	0	0	0	0	0	0	0.0485	0	0.00038	0	0.07676	0	0	0.27672	0	0	0.45146	0	0	0	0	0	0	0	0	0	0	0	0	0.45248	0.08009	0	0	0	0	0	0	0	0	0
Haemophilus_parainfluenzae	0	0.36249	0.10813	0	0.04037	0	0	0	0	0	0.11106	0	0.0176	0.06545	0.09374	0	0	0	0.02466	0.11468	0	0	0.08845	0	0.00262	0	0	0	0.01565	0.02494	0.33388	0.01225	0	0	0	0	0	0	0.27463	0.07177	0	0.04154	0.04996	0.07629	0.17299	0.01182	0.12427	0.0931	0.02303	0	0.0387	0	0	0.01271	0.08838	0	0	0.01844	0	0	0.58556	0	0.00648	0.01233	0	0.35693	0	0	0	0	0.02062	0	0.04256	0.73296	0.06557	0	0	0	0	0	0.0395	0	0	0	0	0	0.00232	0.04398	0	0.01704	0
Prevotella_sp_CAG_1092	0.37425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.25908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.79757	0	0	0.79599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sutterella_sp_CAG_351	0	0	0.02846	0	0	0	0	0	0	0	0	0	0	0.00095	0	0	0	0	0.16938	0	0	0	0.89864	0	0.66345	0	0.09667	0	0	0.01659	0	0	0	0	0	0	0	0	0.77869	0	0	0	0	0	0	0	0	0	0	0.00388	0	0	0	0	0.00817	0.00513	0	0	0	0	0.47868	0	0	0	0	0	0	0	0	0	0.2212	0	0	0	0	0.73953	0	0	0	0.02006	0	0	0	0	0.05949	0	0	0	0.00585	0	0
Salmonella_enterica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.17013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes_bacterium_CAG_110	0.05121	0	0	0.00303	0	0	0	0	0.08651	0.68825	0	0	0.02182	0	0	0	0	0.00339	0.1138	0	0	0.07956	0	0.07378	0.25683	0	0	0	0	0	0	0.00192	0	0.74287	0.00109	0	0	0	0	0	0	0	0.00169	0	0	0	0	0.04355	0	0.01848	0	0	0	0	0	0	0	0	0	0.1121	0	0.00276	0	0	0.02032	0	0	0.03488	0	0	0	0.06095	0.40039	0	0.11498	0.44478	0	0	0	0.02061	0.40742	0	0.04461	0	0.11225	0.12626	0	0	0.00366	0	0
Alistipes_shahii	0.00861	0	0.04672	0.0155	0.02821	0.03631	0	0.14198	0.05837	0.01827	0	0	0.48003	0.02985	0	0.01186	0	0.29807	0.01506	0	0.03833	0.02371	0.05279	0.05836	0.26234	0	0.16781	0.12059	0.03713	0	0.00983	0.11648	0.20126	0.01236	0.08545	0.00224	0	0.00142	0	0	0.04254	0	0.0297	0	0.17483	0.50944	0	0.25657	0.02668	0.03562	0	0.00321	0.01679	0	0.004	0	0.02061	0.00573	0.00069	0.05555	0	0	0	0.00095	0	0.00932	0.0125	0.06922	0	0	0	0.05313	0.01442	0	0.01529	0	0.03289	0.00192	0	0.00702	0.04241	0.00268	0	0.00116	0.01489	0.01369	0.02298	0.01853	0.01471	0.00384	0.00917
HA0433	0	0	0	0.26011	0.11199	0	0	0.00907	0.02804	0.0291	0	0	0.18319	0.11361	0	0.36563	0.00545	0	0.00273	0	0	0.00654	0	0	0	0.01319	0.00582	0	0	0	0	0.00391	0.04206	0.06028	0	0	0.00038	0	0	0	0	0	0.01474	0	0	0	0	0.02216	0.11016	0.02992	0	0	0	0	0.01665	0	0.18233	0	0	0.03716	0	0.15099	0	0.00698	0.0107	0	0	0.00631	0	0.42411	0.15818	0.13074	0.05129	0	0.0249	0.00754	0.45677	0	0.29015	0.06618	0.05886	0.04141	0	0	0.28582	0.06914	0	0	0.00036	0	0
Turicibacter_sanguinis	0	0.02698	0	0	0.00942	0	0	0	0	0	0.0511	0	0.00763	0.2552	0.338	0.02211	0	0	0	0	0	0	0.05507	0	0	0	0	0	0.03716	0.50606	0.00967	0	0	0	0	0.01354	0	0	0.21439	0.11699	0.0763	0.00058	0.12387	0.03454	0	0.00558	0.42968	0	0.23497	0	0.04024	0	0	0	0.03933	0	0	0	0	0	0.02295	0	0	0	0	0.08103	0	0	0.0068	0	0	0	0.00232	0	0.01985	0	0	0	0.00452	0	0.0801	0.03794	0.00879	0.01527	0.00131	0.05382	0.0305	0.88002	0	0.01664	0
Holdemanella_biformis	0	0	0	0	0	0	0	0.00319	0	0	0	0	0.01068	0	0	0	0	0.00403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36992	0	0	0	0	0.00242	0	0	0	0	0	0	0	0	0	0	0	0	0.09482	0	0.01115	0	0	0	0	0.99171	0	0.33126	0	0	0	0	0	0	0	0	1.48772
Clostridium_sp_CAG_780	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04045	0	0	0	0	0	0	0	0.12285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06281	0	0.00889	0.23266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_sp_CAG_1076	0	0	0	0	0	0	0	2.62987	0	0	0	0	0.63399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_cellulosilyticus	0	0	0	0.00549	0	0	0	0.01444	0.09231	0	0	0	0.00231	0	0	0	0	0	0.01662	0	0	0	0	0.00947	0.10424	0.00409	0	0	0	0	0.06055	0.02009	0	0.00122	0.44637	0	0	0	0	0	0.00225	0	0.03837	0	0	0.00224	0	0.00144	0.02878	0.01156	0	0.68035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10731	0	0.25665	0	0.02899	0	0	0	0.0226	0.02069	0	0	0.02019	0.00489	0	0	0	1.65776	0	0.00011	0.02301	0.08976	0	0
Victivallis_vadensis	0	0	0	0	0	0	0	0.0109	0	0	0	0	0.21317	0	0	0	0	0	1.17928	0	0	0	0	0	1.25846	0	0	0	0	0	0	0	0.17681	0	0	0	0	0	0	0	0.07524	0	0.01243	0	0.02394	0	0	0.23476	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07093	0	0.05272	0.15418	0	0	0	0	0	0.00439	0.0486	0.12553	0	0	0	0	0	0	0	0.10352	0	0	0	0	0	0	0	0	0	0
Enterococcus_faecium	0	0.0026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008	0	0	0	0	0	0	0	0	0.0118	0	0	0	0	0	0	0.63001	0.90392	0	0	0	0	0	0	0	0.0117	0.00976	0	0	0	0	0.02648	0	0	0	0.62667	0	0	0	0	0	0	0	0	0	0	0	1.44626	0.01686	0	0	0	0.01177	0
Ruthenibacterium_lactatiformans	0.00596	0	0	0.00126	0.01083	0.24639	0	0	0	0.59873	0	0	0.00127	0.00949	0	0	0	0.00921	0.00285	0	0	0	0	0.02775	0	0.00727	0	0	0.10306	0	0	0	0.00771	0	0	0.00593	0.00411	0.0636	0.00805	0.02566	0	0.00853	0.01659	0	0.01211	0	0	0	0	0.02333	0	0	0.24817	0.07065	0.08512	0.0358	0.01677	0	0	0	0	0.0043	0	0.01363	0	0	0	0.00316	0	0.08113	0.06223	0.02486	0.00392	0	0	0.01744	0.00631	0	0.0953	0.00528	0.00133	0.49257	0.00921	0.07157	0.05625	0.00618	0.08686	0	0.90082	0	0.01736
Citrobacter_freundii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01042	0	0	0.0511	0	0	0	0	0	0	0	0	0	0	3.17507	0	0	0	0	0	0	0.00524	0	0	0	0	0	0	0	0	0	0	0	0.03871	0	0	0	0	0	0	0.2769	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_intestinalis	0	0	0	0	0.73218	0	0	0.05926	0	0.00598	0	0	0.00363	0	0	0.06223	0	0.01543	0.01211	0	0	0	0	0	0.04404	0	0	0	0.39982	0	0	0	0	0.01215	0	0	0	0	0	0	0	0	0.23458	0	0	0.0013	0	0.10848	0.00266	0.00112	0	0	0	0	0	0.00602	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5411	0	0.00483	0.0091	0	0	0.33631	0	0.01003	0.1712	0.00691	0.06237	0.53535	0	0	0.02168	0.10694	0	0	0.04178	0	0
Firmicutes_bacterium_CAG_41	0	0	0.0217	0	0.0215	0	0.00263	0.07434	0	0	0.00508	0.04756	0	0.04626	0.71017	0.00361	0	0	0.01957	0	0	0	0	0	0.00396	0	0	0.00086	0	0	0	0	0.00124	0	0.0104	0	0	0	0.00389	0.04452	0	0.02644	0.02416	0.22082	0.053	0.00837	0	0.0288	0.1869	0.02365	0	0	0.01476	0.0247	0	0.05208	0.01809	0	0	0	0.31467	0	0	0.08742	0	0	0	0	0.0308	0.05598	0.05256	0.13441	0.25048	0.01949	0.09959	0.12819	0.1578	0.12559	0.1273	0.0068	0.01687	0.02633	0.00097	0.00573	0.01595	0.05284	0.00605	0.10493	0	0.72437	0.06244
Erysipelatoclostridium_ramosum	0	0	0	0	0	0	0	0	0.10205	1.04475	0	0.75476	0	0	0.30539	0	0	0	0	0	0	0	0.02681	0	0	0	0	0	0.06563	0	0	0	0	0	0	0	0	0	0.00307	0.01993	0	0.01419	0	0.04775	0	0	0	0	0	0	0	0	0.11677	0.02499	0	0	0.03962	0	0	0	0.00328	0	0.00702	0	0	0	0	0	0.09785	0.00283	0.01293	0	0	0	0	0	0	0	0	0	0	0	0.45219	0	0.02774	0	0.00066	0	0.28483	0.02953	0
Butyricimonas_virosa	0	0	0.02961	0.00033	0.23991	0	0	0	0.09987	0.00098	0	0	0.23429	0	0	0	0	0.06581	0.11688	0	0	0	0	0	0.38331	0	0.00586	0	0	0	0	0.0011	0	0	0	0	0	0	0	0	0.56319	0	0.85046	0	0.00101	0.01559	0	0.15432	0	0.15255	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07009	0.00477	0	0	0.00449	0	0	0.13944	0.01521	0.14008	0	0.03148	0.00106	0	0.00418	0.0042	0	0.02482	0	0	0	0.00299	0.00095	0	0	0.08922	0.09973	0
Clostridium_sp_CAG_914	3.43028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseburia_sp_CAG_380	0	0	0	0	0	0	0	0.10097	0	0	0	0	0	0.20223	0	0	0	0	0	0	0	0	0.02475	0	0.00444	0	0	0	0	0	0	0	0	0	2.46814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26173	0.01415	0	0	0	0	0	0.00876	0	0	0.25765	0	0	0.03976	0	0
Faecalibacterium_sp_CAG_74_58_120	0.00912	0	0	0	0	0	0	0	0.0796	0.00772	0	0	0.02083	0.17195	0	0.31572	0	0	0	0	0	0.05481	0	0	0	0	0.01045	0	0.00352	0	0	0.01388	0.01739	0.03569	0	0	0	0	0	0	0	0	0.10744	0	0	0	0	0.01309	0.01696	0.01748	0	0	0	0	0.02591	0	0	0	0	0.12277	0	0	0	0.00648	0.00198	0	0	0.02877	0	0	0	0	0.01017	0.00046	0.00504	0.86176	0.00912	0	0.32029	0.07275	0.68921	0	0.04154	0.01284	0	0.20252	0.0087	0.08403	0	0	0
Firmicutes_bacterium_CAG_170	0.01656	0	0	0.00565	0	0	0	0.00352	0	0	0	0	1.12288	0	0	0	0	0	0	0	0	0.00333	0	0	0	0	0	0	0	0	0	0.10425	0.00566	0.01256	0	0	0	0	0	0	0	0	0.07211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03872	0.52283	0	0.00956	0	0	0	0	0	0.03095	0	0	0	0.4874	0.53091	0.04079	0.3899	0	0	0
Azospirillum_sp_47_25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01011	0	0	0	0	0	0	3.28896	0	0	0	0	0	0	0.0071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium_dentium	0	0	0	0	0.03218	0	0	0.35488	0	0.16985	0.23787	0	0	0	0	0	0	0	0.14474	0	0	0.05671	0.00113	0	0.30364	0	0	0	0.15939	0	0.08229	0.11632	0	0	0	0	0	0	0.02907	0.0147	0.01214	0	0	0.01087	0	0.00083	0.00757	0.00779	0	0.00999	0	0	0	0.86042	0.04473	0	0	0	0	0.04177	0.04054	0	0	0	0	0	0	0	0	0	0	0	0.0033	0.39222	0	0	0	0	0.00566	0	0	0	0.0274	0	0	0	0.0083	0.09001	0	0	0
Veillonella_atypica	0	0	0.01914	0	0.30372	0	0.00346	0.00226	0	0	0.0085	0.03901	0	0	0	0.01702	0	0	0.02609	0	0	0.00227	0	0	0	0	0	0	0	0	0.06811	0.07566	0	0	0	0	0.01618	0	0	0.00326	0	0.39797	0	0.02328	0.06141	0.05595	0.01604	0	0	0	0.00868	0	0.00865	0.3712	0	0	0.0958	0.01921	0	0	0.08266	0	0.01666	0	0	0.30109	0	0	0.3262	0.03164	0	0	0.01749	0.66806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04722	0
Prevotella_sp_CAG_1031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71337	0	0	0	0	0	0	0	0	0	0.54787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06771	0	0	0	0	0	0	0	0	0.63456	0	0	0	0	0	0	0	0	0	0	0
Eggerthella_sp_CAG_298	0	0	0	0	0	0	0	0	0	0	0	0	0.02318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08973	0	0	0	0	0.9056	0	0	0	0	0.00306	0	0	0	0	0	0	0	0	0.29539	0	0	0	0	0	0	0.01804	0.01025	0.33792	0.0056	0.21496	0.22356	0	0.08882	0	0.00224	0.00578	0	0.01885	0.68338	0	0	0.00495	0.06	0.06409	0	0
